"Date","Winner1","Winner Probability","Loser1","Loser Probability","Site","Category","Winner_Actual","Model"
2024-01-27,"Philadelphia Flyers",0.814694630817222,"Boston Bruins",0.185305369182778,"Playing At:  Philadelphia Flyers   Home","80-85","Boston Bruins",0
2024-01-27,"New York Rangers",0.784241001797145,"Ottawa Senators",0.215758998202855,"Playing At:  Ottawa Senators   Home","70-80","New York Rangers",1
2024-01-27,"Calgary Flames",0.766323213664891,"Chicago Blackhawks",0.233676786335109,"Playing At:  Calgary Flames   Home","70-80","Calgary Flames",1
2024-01-27,"Carolina Hurricanes",0.625314326051481,"Arizona Coyotes",0.374685673948519,"Playing At:  Carolina Hurricanes   Home","60-70","Carolina Hurricanes",1
2024-01-27,"Dallas Stars",0.624405825805817,"Washington Capitals",0.375594174194183,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2024-01-27,"Buffalo Sabres",0.583078705245487,"San Jose Sharks",0.416921294754513,"Playing At:  San Jose Sharks   Home","55-60","Buffalo Sabres",1
2024-01-27,"Nashville Predators",0.550680628718682,"Edmonton Oilers",0.449319371281318,"Playing At:  Edmonton Oilers   Home","55-60","Edmonton Oilers",0
2024-01-27,"Pittsburgh Penguins",0.527879580046743,"Montreal Canadiens",0.472120419953257,"Playing At:  Pittsburgh Penguins   Home","55 >","Pittsburgh Penguins",1
2024-01-27,"Detroit Red Wings",0.525526881690564,"Vegas Golden Knights",0.474473118309436,"Playing At:  Detroit Red Wings   Home","55 >","Detroit Red Wings",1
2024-01-27,"Florida Panthers",0.511842145447729,"New York Islanders",0.488157854552271,"Playing At:  New York Islanders   Home","55 >","Florida Panthers",1
2024-01-27,"Tampa Bay Lightning",0.502019000471185,"New Jersey Devils",0.497980999528815,"Playing At:  Tampa Bay Lightning   Home","55 >","Tampa Bay Lightning",1
2024-01-28,"Seattle Kraken",0.667854814965818,"Columbus Blue Jackets",0.332145185034182,"Playing At:  Seattle Kraken   Home","60-70","Seattle Kraken",1
2024-01-28,"St. Louis Blues",0.56581247073512,"Los Angeles Kings",0.43418752926488,"Playing At:  St. Louis Blues   Home","55-60","St. Louis Blues",1
2024-01-29,"Nashville Predators",0.814659121921694,"Ottawa Senators",0.185340878078306,"Playing At:  Ottawa Senators   Home","80-85","Ottawa Senators",0
2024-01-30,"St. Louis Blues",0.673086365187398,"Columbus Blue Jackets",0.326913634812602,"Playing At:  St. Louis Blues   Home","60-70","Columbus Blue Jackets",0
2024-01-30,"Seattle Kraken",0.555259306418555,"San Jose Sharks",0.444740693581445,"Playing At:  San Jose Sharks   Home","55-60","San Jose Sharks",0
2024-01-31,"Detroit Red Wings",0.713172511365787,"Ottawa Senators",0.286827488634213,"Playing At:  Detroit Red Wings   Home","70-80","Ottawa Senators",0
2024-01-31,"Nashville Predators",0.590194023171466,"Los Angeles Kings",0.409805976828534,"Playing At:  Nashville Predators   Home","55-60","Los Angeles Kings",0
2024-01-31,"Anaheim Ducks",0.566567653446489,"San Jose Sharks",0.433432346553511,"Playing At:  Anaheim Ducks   Home","55-60","Anaheim Ducks",1
2024-02-05,"Colorado Avalanche",0.648381209938285,"New York Rangers",0.351618790061715,"Playing At:  New York Rangers   Home","60-70","New York Rangers",0
2024-02-05,"Toronto Maple Leafs",0.508993518871196,"New York Islanders",0.491006481128804,"Playing At:  Toronto Maple Leafs   Home","55 >","New York Islanders",0
2024-02-06,"Dallas Stars",0.701956129313274,"Buffalo Sabres",0.298043870686726,"Playing At:  Buffalo Sabres   Home","70-80","Dallas Stars",1
2024-02-06,"Calgary Flames",0.67838765415099,"Boston Bruins",0.32161234584901,"Playing At:  Boston Bruins   Home","60-70","Calgary Flames",1
2024-02-06,"Winnipeg Jets",0.677153082334249,"Pittsburgh Penguins",0.322846917665751,"Playing At:  Pittsburgh Penguins   Home","60-70","Pittsburgh Penguins",0
2024-02-06,"Vancouver Canucks",0.614418157089085,"Carolina Hurricanes",0.385581842910915,"Playing At:  Carolina Hurricanes   Home","60-70","Vancouver Canucks",1
2024-02-06,"Edmonton Oilers",0.610610348243247,"Vegas Golden Knights",0.389389651756753,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",0
2024-02-06,"Florida Panthers",0.59928646888431,"Philadelphia Flyers",0.40071353111569,"Playing At:  Florida Panthers   Home","55-60","Philadelphia Flyers",0
2024-02-06,"Washington Capitals",0.577066379027985,"Montreal Canadiens",0.422933620972015,"Playing At:  Washington Capitals   Home","55-60","Montreal Canadiens",0
2024-02-06,"New Jersey Devils",0.560724214749631,"Colorado Avalanche",0.439275785250369,"Playing At:  New Jersey Devils   Home","55-60","New Jersey Devils",1
2024-02-07,"Minnesota Wild",0.717513674702602,"Chicago Blackhawks",0.282486325297398,"Playing At:  Chicago Blackhawks   Home","70-80","Minnesota Wild",1
2024-02-07,"Toronto Maple Leafs",0.56532178112911,"Dallas Stars",0.43467821887089,"Playing At:  Toronto Maple Leafs   Home","55-60","Toronto Maple Leafs",1
2024-02-07,"New York Rangers",0.519783301811889,"Tampa Bay Lightning",0.480216698188111,"Playing At:  New York Rangers   Home","55 >","New York Rangers",1
2024-02-08,"Winnipeg Jets",0.718710582850317,"Philadelphia Flyers",0.281289417149683,"Playing At:  Philadelphia Flyers   Home","70-80","Philadelphia Flyers",0
2024-02-08,"Vancouver Canucks",0.678850775737835,"Boston Bruins",0.321149224262165,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",0
2024-02-08,"New Jersey Devils",0.637337405194905,"Calgary Flames",0.362662594805095,"Playing At:  New Jersey Devils   Home","60-70","Calgary Flames",0
2024-02-08,"Arizona Coyotes",0.636951144012582,"Vegas Golden Knights",0.363048855987418,"Playing At:  Arizona Coyotes   Home","60-70","Vegas Golden Knights",0
2024-02-08,"Colorado Avalanche",0.57397851486224,"Carolina Hurricanes",0.42602148513776,"Playing At:  Carolina Hurricanes   Home","55-60","Carolina Hurricanes",0
2024-02-08,"Florida Panthers",0.53168600921018,"Washington Capitals",0.46831399078982,"Playing At:  Florida Panthers   Home","55 >","Florida Panthers",1
2024-02-08,"New York Islanders",0.523176602148995,"Tampa Bay Lightning",0.476823397851005,"Playing At:  New York Islanders   Home","55 >","New York Islanders",1
2024-02-09,"Edmonton Oilers",0.938816507183833,"Anaheim Ducks",0.0611834928161672,"Playing At:  Anaheim Ducks   Home","85 <","Edmonton Oilers",1
2024-02-09,"Minnesota Wild",0.675992697618592,"Pittsburgh Penguins",0.324007302381408,"Playing At:  Minnesota Wild   Home","60-70","Minnesota Wild",1
2024-02-09,"New York Rangers",0.541202546230369,"Chicago Blackhawks",0.458797453769631,"Playing At:  Chicago Blackhawks   Home","55 >","New York Rangers",1
2024-02-10,"Edmonton Oilers",0.747818619043819,"Los Angeles Kings",0.252181380956181,"Playing At:  Los Angeles Kings   Home","70-80","Los Angeles Kings",0
2024-02-10,"Philadelphia Flyers",0.723984610552954,"Seattle Kraken",0.276015389447046,"Playing At:  Philadelphia Flyers   Home","70-80","Philadelphia Flyers",1
2024-02-10,"Winnipeg Jets",0.712735661310983,"Pittsburgh Penguins",0.287264338689017,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2024-02-10,"Nashville Predators",0.694170754668443,"Arizona Coyotes",0.305829245331557,"Playing At:  Nashville Predators   Home","60-70","Nashville Predators",1
2024-02-10,"Vancouver Canucks",0.659620115644104,"Detroit Red Wings",0.340379884355896,"Playing At:  Detroit Red Wings   Home","60-70","Detroit Red Wings",0
2024-02-10,"Tampa Bay Lightning",0.641487972386255,"Columbus Blue Jackets",0.358512027613745,"Playing At:  Columbus Blue Jackets   Home","60-70","Tampa Bay Lightning",1
2024-02-10,"Florida Panthers",0.62069095531162,"Colorado Avalanche",0.37930904468838,"Playing At:  Florida Panthers   Home","60-70","Florida Panthers",1
2024-02-10,"Boston Bruins",0.618251399534463,"Washington Capitals",0.381748600465537,"Playing At:  Boston Bruins   Home","60-70","Washington Capitals",0
2024-02-10,"Calgary Flames",0.584946174313145,"New York Islanders",0.415053825686855,"Playing At:  New York Islanders   Home","55-60","Calgary Flames",1
2024-02-10,"St. Louis Blues",0.564534257653302,"Buffalo Sabres",0.435465742346698,"Playing At:  Buffalo Sabres   Home","55-60","St. Louis Blues",1
2024-02-10,"Toronto Maple Leafs",0.536275698126119,"Ottawa Senators",0.463724301873881,"Playing At:  Ottawa Senators   Home","55 >","Ottawa Senators",0
2024-02-10,"Carolina Hurricanes",0.531812747605565,"New Jersey Devils",0.468187252394435,"Playing At:  Carolina Hurricanes   Home","55 >","Carolina Hurricanes",1
2024-02-10,"Dallas Stars",0.521734461200476,"Montreal Canadiens",0.478265538799524,"Playing At:  Montreal Canadiens   Home","55 >","Dallas Stars",1
2024-02-11,"Vancouver Canucks",0.751173784732231,"Washington Capitals",0.248826215267769,"Playing At:  Washington Capitals   Home","70-80","Vancouver Canucks",1
2024-02-11,"St. Louis Blues",0.595443585244618,"Montreal Canadiens",0.404556414755382,"Playing At:  Montreal Canadiens   Home","55-60","St. Louis Blues",1
2024-02-12,"New Jersey Devils",0.636300364738833,"Seattle Kraken",0.363699635261167,"Playing At:  New Jersey Devils   Home","60-70","New Jersey Devils",1
2024-02-12,"Philadelphia Flyers",0.605947031469791,"Arizona Coyotes",0.394052968530209,"Playing At:  Philadelphia Flyers   Home","60-70","Philadelphia Flyers",1
2024-02-12,"New York Rangers",0.587724459478085,"Calgary Flames",0.412275540521915,"Playing At:  New York Rangers   Home","55-60","New York Rangers",1
2024-02-12,"Minnesota Wild",0.504962727280793,"Vegas Golden Knights",0.495037272719207,"Playing At:  Vegas Golden Knights   Home","55 >","Minnesota Wild",1
2024-02-13,"Vancouver Canucks",0.839193141623134,"Chicago Blackhawks",0.160806858376866,"Playing At:  Chicago Blackhawks   Home","80-85","Vancouver Canucks",1
2024-02-13,"Montreal Canadiens",0.809477439097138,"Anaheim Ducks",0.190522560902862,"Playing At:  Montreal Canadiens   Home","80-85","Montreal Canadiens",1
2024-02-13,"Edmonton Oilers",0.762494299699766,"Detroit Red Wings",0.237505700300234,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-02-13,"Buffalo Sabres",0.691096742654495,"Los Angeles Kings",0.308903257345505,"Playing At:  Buffalo Sabres   Home","60-70","Buffalo Sabres",1
2024-02-13,"Boston Bruins",0.634866677637492,"Tampa Bay Lightning",0.365133322362508,"Playing At:  Boston Bruins   Home","60-70","Tampa Bay Lightning",0
2024-02-13,"Nashville Predators",0.631912287943871,"New Jersey Devils",0.368087712056129,"Playing At:  Nashville Predators   Home","60-70","New Jersey Devils",0
2024-02-13,"Colorado Avalanche",0.611124420253179,"Washington Capitals",0.388875579746821,"Playing At:  Washington Capitals   Home","60-70","Colorado Avalanche",1
2024-02-13,"Toronto Maple Leafs",0.571239565000693,"St. Louis Blues",0.428760434999307,"Playing At:  Toronto Maple Leafs   Home","55-60","Toronto Maple Leafs",1
2024-02-13,"Columbus Blue Jackets",0.554914426152326,"Ottawa Senators",0.445085573847674,"Playing At:  Ottawa Senators   Home","55-60","Ottawa Senators",0
2024-02-13,"New York Islanders",0.522970243198791,"Seattle Kraken",0.477029756801209,"Playing At:  New York Islanders   Home","55 >","Seattle Kraken",0
2024-02-13,"Dallas Stars",0.506444362181075,"Carolina Hurricanes",0.493555637818925,"Playing At:  Dallas Stars   Home","55 >","Dallas Stars",1
2024-02-14,"Winnipeg Jets",0.914187417828952,"San Jose Sharks",0.0858125821710485,"Playing At:  Winnipeg Jets   Home","85 <","Winnipeg Jets",1
2024-02-14,"Arizona Coyotes",0.580909886729541,"Minnesota Wild",0.419090113270459,"Playing At:  Arizona Coyotes   Home","55-60","Minnesota Wild",0
2024-02-14,"Florida Panthers",0.513187823634594,"Pittsburgh Penguins",0.486812176365406,"Playing At:  Pittsburgh Penguins   Home","55 >","Florida Panthers",1
2024-02-15,"Edmonton Oilers",0.82391693207067,"St. Louis Blues",0.17608306792933,"Playing At:  St. Louis Blues   Home","80-85","St. Louis Blues",0
2024-02-15,"Calgary Flames",0.76852976657658,"San Jose Sharks",0.23147023342342,"Playing At:  Calgary Flames   Home","70-80","San Jose Sharks",0
2024-02-15,"Nashville Predators",0.765480223008085,"Dallas Stars",0.234519776991915,"Playing At:  Nashville Predators   Home","70-80","Dallas Stars",0
2024-02-15,"New York Rangers",0.710443996439636,"Montreal Canadiens",0.289556003560364,"Playing At:  New York Rangers   Home","70-80","New York Rangers",1
2024-02-15,"Florida Panthers",0.695093197612883,"Buffalo Sabres",0.304906802387117,"Playing At:  Buffalo Sabres   Home","60-70","Florida Panthers",1
2024-02-15,"Vancouver Canucks",0.677041229443609,"Detroit Red Wings",0.322958770556391,"Playing At:  Vancouver Canucks   Home","60-70","Vancouver Canucks",1
2024-02-15,"Pittsburgh Penguins",0.614067157948652,"Chicago Blackhawks",0.385932842051348,"Playing At:  Chicago Blackhawks   Home","60-70","Pittsburgh Penguins",1
2024-02-15,"Boston Bruins",0.613793273616687,"Seattle Kraken",0.386206726383313,"Playing At:  Boston Bruins   Home","60-70","Seattle Kraken",0
2024-02-15,"Toronto Maple Leafs",0.604222679104816,"Philadelphia Flyers",0.395777320895184,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2024-02-15,"Colorado Avalanche",0.587118572646093,"Tampa Bay Lightning",0.412881427353907,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",0
2024-02-15,"Ottawa Senators",0.526829023757426,"Anaheim Ducks",0.473170976242574,"Playing At:  Ottawa Senators   Home","55 >","Anaheim Ducks",0
2024-02-15,"New Jersey Devils",0.508259874921368,"Los Angeles Kings",0.491740125078632,"Playing At:  New Jersey Devils   Home","55 >","Los Angeles Kings",0
2024-02-16,"Arizona Coyotes",0.644896702433848,"Carolina Hurricanes",0.355103297566152,"Playing At:  Arizona Coyotes   Home","60-70","Carolina Hurricanes",0
2024-02-17,"Edmonton Oilers",0.844758841960794,"Dallas Stars",0.155241158039206,"Playing At:  Dallas Stars   Home","80-85","Edmonton Oilers",1
2024-02-17,"Toronto Maple Leafs",0.837331439022801,"Anaheim Ducks",0.162668560977199,"Playing At:  Toronto Maple Leafs   Home","80-85","Toronto Maple Leafs",1
2024-02-17,"Nashville Predators",0.742681096989591,"St. Louis Blues",0.257318903010409,"Playing At:  St. Louis Blues   Home","70-80","Nashville Predators",1
2024-02-17,"Columbus Blue Jackets",0.661846549987763,"San Jose Sharks",0.338153450012237,"Playing At:  San Jose Sharks   Home","60-70","Columbus Blue Jackets",1
2024-02-17,"Vegas Golden Knights",0.645318970675822,"Carolina Hurricanes",0.354681029324178,"Playing At:  Vegas Golden Knights   Home","60-70","Carolina Hurricanes",0
2024-02-17,"Washington Capitals",0.629001668516108,"Montreal Canadiens",0.370998331483892,"Playing At:  Montreal Canadiens   Home","60-70","Washington Capitals",1
2024-02-17,"New Jersey Devils",0.598928328830773,"Philadelphia Flyers",0.401071671169227,"Playing At:  New Jersey Devils   Home","55-60","New Jersey Devils",1
2024-02-17,"Detroit Red Wings",0.595098024770786,"Calgary Flames",0.404901975229214,"Playing At:  Calgary Flames   Home","55-60","Detroit Red Wings",1
2024-02-17,"Ottawa Senators",0.577980021664161,"Chicago Blackhawks",0.422019978335839,"Playing At:  Chicago Blackhawks   Home","55-60","Chicago Blackhawks",0
2024-02-17,"Boston Bruins",0.577930957041582,"Los Angeles Kings",0.422069042958418,"Playing At:  Boston Bruins   Home","55-60","Los Angeles Kings",0
2024-02-17,"Minnesota Wild",0.572715270457863,"Buffalo Sabres",0.427284729542137,"Playing At:  Minnesota Wild   Home","55-60","Buffalo Sabres",0
2024-02-17,"Vancouver Canucks",0.521876482442603,"Winnipeg Jets",0.478123517557397,"Playing At:  Vancouver Canucks   Home","55 >","Winnipeg Jets",0
2024-02-17,"Tampa Bay Lightning",0.520422083030026,"Florida Panthers",0.479577916969974,"Playing At:  Tampa Bay Lightning   Home","55 >","Florida Panthers",0
2024-02-18,"Colorado Avalanche",0.617067106793334,"Arizona Coyotes",0.382932893206666,"Playing At:  Colorado Avalanche   Home","60-70","Colorado Avalanche",1
2024-02-18,"Pittsburgh Penguins",0.576469216063077,"Los Angeles Kings",0.423530783936923,"Playing At:  Pittsburgh Penguins   Home","55-60","Los Angeles Kings",0
2024-02-18,"New York Rangers",0.571917945464637,"New York Islanders",0.428082054535363,"Playing At:  New York Islanders   Home","55-60","New York Rangers",1
2024-02-19,"Carolina Hurricanes",0.844775613737539,"Chicago Blackhawks",0.155224386262461,"Playing At:  Carolina Hurricanes   Home","80-85","Carolina Hurricanes",1
2024-02-19,"Tampa Bay Lightning",0.843712357277658,"Ottawa Senators",0.156287642722342,"Playing At:  Tampa Bay Lightning   Home","80-85","Ottawa Senators",0
2024-02-19,"Vegas Golden Knights",0.748539920261526,"San Jose Sharks",0.251460079738474,"Playing At:  San Jose Sharks   Home","70-80","Vegas Golden Knights",1
2024-02-19,"Edmonton Oilers",0.715764044530411,"Arizona Coyotes",0.284235955469589,"Playing At:  Arizona Coyotes   Home","70-80","Edmonton Oilers",1
2024-02-19,"Buffalo Sabres",0.615968218396171,"Anaheim Ducks",0.384031781603829,"Playing At:  Buffalo Sabres   Home","60-70","Anaheim Ducks",0
2024-02-19,"Winnipeg Jets",0.611099833541744,"Calgary Flames",0.388900166458256,"Playing At:  Calgary Flames   Home","60-70","Calgary Flames",0
2024-02-19,"Vancouver Canucks",0.60782524757632,"Minnesota Wild",0.39217475242368,"Playing At:  Minnesota Wild   Home","60-70","Minnesota Wild",0
2024-02-19,"Boston Bruins",0.601783425578786,"Dallas Stars",0.398216574421214,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",1
2024-02-19,"St. Louis Blues",0.552369052653735,"Toronto Maple Leafs",0.447630947346265,"Playing At:  St. Louis Blues   Home","55-60","Toronto Maple Leafs",0
2024-02-19,"Detroit Red Wings",0.504389170189025,"Seattle Kraken",0.495610829810975,"Playing At:  Seattle Kraken   Home","55 >","Detroit Red Wings",1
2024-02-20,"Winnipeg Jets",0.821207248974659,"Minnesota Wild",0.178792751025341,"Playing At:  Winnipeg Jets   Home","80-85","Winnipeg Jets",1
2024-02-20,"Nashville Predators",0.773861399430893,"Vegas Golden Knights",0.226138600569107,"Playing At:  Vegas Golden Knights   Home","70-80","Nashville Predators",1
2024-02-20,"Los Angeles Kings",0.749654521493985,"Columbus Blue Jackets",0.250345478506015,"Playing At:  Los Angeles Kings   Home","70-80","Los Angeles Kings",1
2024-02-20,"Florida Panthers",0.709567266660694,"Ottawa Senators",0.290432733339306,"Playing At:  Florida Panthers   Home","70-80","Florida Panthers",1
2024-02-20,"Pittsburgh Penguins",0.674145383704855,"New York Islanders",0.325854616295145,"Playing At:  Pittsburgh Penguins   Home","60-70","New York Islanders",0
2024-02-20,"New York Rangers",0.62974216064554,"Dallas Stars",0.37025783935446,"Playing At:  New York Rangers   Home","60-70","New York Rangers",1
2024-02-20,"Vancouver Canucks",0.626574663093057,"Colorado Avalanche",0.373425336906943,"Playing At:  Colorado Avalanche   Home","60-70","Colorado Avalanche",0
2024-02-20,"Washington Capitals",0.539045235475029,"New Jersey Devils",0.460954764524971,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",1
2024-02-21,"Philadelphia Flyers",0.737570425770193,"Chicago Blackhawks",0.262429574229807,"Playing At:  Chicago Blackhawks   Home","70-80","Philadelphia Flyers",1
2024-02-21,"Edmonton Oilers",0.734419371041613,"Boston Bruins",0.265580628958387,"Playing At:  Edmonton Oilers   Home","70-80","Boston Bruins",0
2024-02-21,"Toronto Maple Leafs",0.61170347588186,"Arizona Coyotes",0.38829652411814,"Playing At:  Arizona Coyotes   Home","60-70","Toronto Maple Leafs",1
2024-02-21,"Columbus Blue Jackets",0.578409854102062,"Anaheim Ducks",0.421590145897938,"Playing At:  Anaheim Ducks   Home","55-60","Columbus Blue Jackets",1
2024-02-21,"Montreal Canadiens",0.535931145347065,"Buffalo Sabres",0.464068854652935,"Playing At:  Montreal Canadiens   Home","55 >","Buffalo Sabres",0
2024-02-22,"Tampa Bay Lightning",0.72427012689894,"Washington Capitals",0.27572987310106,"Playing At:  Tampa Bay Lightning   Home","70-80","Washington Capitals",0
2024-02-22,"Pittsburgh Penguins",0.716669309312954,"Montreal Canadiens",0.283330690687046,"Playing At:  Pittsburgh Penguins   Home","70-80","Pittsburgh Penguins",1
2024-02-22,"New Jersey Devils",0.699207980943916,"New York Rangers",0.300792019056084,"Playing At:  New Jersey Devils   Home","60-70","New York Rangers",0
2024-02-22,"Vegas Golden Knights",0.69403986054999,"Toronto Maple Leafs",0.30596013945001,"Playing At:  Vegas Golden Knights   Home","60-70","Toronto Maple Leafs",0
2024-02-22,"Nashville Predators",0.665769359430939,"Los Angeles Kings",0.334230640569061,"Playing At:  Los Angeles Kings   Home","60-70","Nashville Predators",1
2024-02-22,"Dallas Stars",0.594338405659223,"Ottawa Senators",0.405661594340777,"Playing At:  Ottawa Senators   Home","55-60","Ottawa Senators",0
2024-02-22,"St. Louis Blues",0.589994509237634,"New York Islanders",0.410005490762366,"Playing At:  St. Louis Blues   Home","55-60","St. Louis Blues",1
2024-02-22,"Calgary Flames",0.588628500187897,"Boston Bruins",0.411371499812103,"Playing At:  Calgary Flames   Home","55-60","Calgary Flames",1
2024-02-22,"Detroit Red Wings",0.582759889270984,"Colorado Avalanche",0.417240110729016,"Playing At:  Detroit Red Wings   Home","55-60","Detroit Red Wings",1
2024-02-22,"Vancouver Canucks",0.573300823084985,"Seattle Kraken",0.426699176915015,"Playing At:  Seattle Kraken   Home","55-60","Seattle Kraken",0
2024-02-22,"Carolina Hurricanes",0.555897886009971,"Florida Panthers",0.444102113990029,"Playing At:  Carolina Hurricanes   Home","55-60","Carolina Hurricanes",1
2024-02-23,"Winnipeg Jets",0.887072276093071,"Chicago Blackhawks",0.112927723906929,"Playing At:  Chicago Blackhawks   Home","85 <","Winnipeg Jets",1
2024-02-23,"Edmonton Oilers",0.774696360933294,"Minnesota Wild",0.225303639066706,"Playing At:  Edmonton Oilers   Home","70-80","Minnesota Wild",0
2024-02-23,"Buffalo Sabres",0.507464930931677,"Columbus Blue Jackets",0.492535069068323,"Playing At:  Columbus Blue Jackets   Home","55 >","Buffalo Sabres",1
2024-02-24,"Nashville Predators",0.79425177042884,"San Jose Sharks",0.20574822957116,"Playing At:  San Jose Sharks   Home","70-80","Nashville Predators",1
2024-02-24,"Los Angeles Kings",0.768004925535274,"Anaheim Ducks",0.231995074464726,"Playing At:  Los Angeles Kings   Home","70-80","Los Angeles Kings",1
2024-02-24,"Edmonton Oilers",0.739896145470129,"Calgary Flames",0.260103854529871,"Playing At:  Edmonton Oilers   Home","70-80","Calgary Flames",0
2024-02-24,"Florida Panthers",0.732452652388434,"Washington Capitals",0.267547347611566,"Playing At:  Florida Panthers   Home","70-80","Florida Panthers",1
2024-02-24,"Colorado Avalanche",0.703513725987173,"Toronto Maple Leafs",0.296486274012827,"Playing At:  Colorado Avalanche   Home","70-80","Toronto Maple Leafs",0
2024-02-24,"Vegas Golden Knights",0.700319996058364,"Ottawa Senators",0.299680003941636,"Playing At:  Ottawa Senators   Home","70-80","Ottawa Senators",0
2024-02-24,"Carolina Hurricanes",0.656761456896875,"Dallas Stars",0.343238543103125,"Playing At:  Carolina Hurricanes   Home","60-70","Dallas Stars",0
2024-02-24,"Vancouver Canucks",0.647943898596221,"Boston Bruins",0.352056101403779,"Playing At:  Vancouver Canucks   Home","60-70","Vancouver Canucks",1
2024-02-24,"New Jersey Devils",0.622328895434595,"Montreal Canadiens",0.377671104565405,"Playing At:  New Jersey Devils   Home","60-70","New Jersey Devils",1
2024-02-24,"New York Islanders",0.608847459317793,"Tampa Bay Lightning",0.391152540682207,"Playing At:  New York Islanders   Home","60-70","Tampa Bay Lightning",0
2024-02-24,"Detroit Red Wings",0.593259291606893,"St. Louis Blues",0.406740708393107,"Playing At:  Detroit Red Wings   Home","55-60","Detroit Red Wings",1
2024-02-24,"Seattle Kraken",0.580141249320602,"Minnesota Wild",0.419858750679398,"Playing At:  Seattle Kraken   Home","55-60","Minnesota Wild",0
2024-02-24,"Philadelphia Flyers",0.541072477205049,"New York Rangers",0.458927522794951,"Playing At:  Philadelphia Flyers   Home","55 >","New York Rangers",0
2024-02-25,"Detroit Red Wings",0.832998324679703,"Chicago Blackhawks",0.167001675320297,"Playing At:  Chicago Blackhawks   Home","80-85","Detroit Red Wings",1
2024-02-25,"Nashville Predators",0.761031294855115,"Anaheim Ducks",0.238968705144885,"Playing At:  Anaheim Ducks   Home","70-80","Nashville Predators",1
2024-02-25,"Winnipeg Jets",0.760269490178433,"Arizona Coyotes",0.239730509821567,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2024-02-25,"Carolina Hurricanes",0.683295186888149,"Buffalo Sabres",0.316704813111851,"Playing At:  Buffalo Sabres   Home","60-70","Buffalo Sabres",0
2024-02-25,"New York Rangers",0.605524039109871,"Columbus Blue Jackets",0.394475960890129,"Playing At:  Columbus Blue Jackets   Home","60-70","Columbus Blue Jackets",0
2024-02-25,"Pittsburgh Penguins",0.57768189181232,"Philadelphia Flyers",0.42231810818768,"Playing At:  Pittsburgh Penguins   Home","55-60","Pittsburgh Penguins",1
2024-02-25,"Tampa Bay Lightning",0.526140272005927,"New Jersey Devils",0.473859727994073,"Playing At:  New Jersey Devils   Home","55 >","Tampa Bay Lightning",1
2024-02-26,"Edmonton Oilers",0.726906259017216,"Los Angeles Kings",0.273093740982784,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-02-26,"Dallas Stars",0.620088452594274,"New York Islanders",0.379911547405726,"Playing At:  Dallas Stars   Home","60-70","New York Islanders",0
2024-02-26,"Seattle Kraken",0.556422849780868,"Boston Bruins",0.443577150219132,"Playing At:  Seattle Kraken   Home","55-60","Seattle Kraken",1
2024-02-26,"Washington Capitals",0.522738070942296,"Ottawa Senators",0.477261929057704,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",1
2024-02-27,"Detroit Red Wings",0.80839662435652,"Washington Capitals",0.19160337564348,"Playing At:  Detroit Red Wings   Home","80-85","Detroit Red Wings",1
2024-02-27,"Florida Panthers",0.79390014627135,"Buffalo Sabres",0.20609985372865,"Playing At:  Florida Panthers   Home","70-80","Florida Panthers",1
2024-02-27,"Nashville Predators",0.756536060496758,"Ottawa Senators",0.243463939503242,"Playing At:  Nashville Predators   Home","70-80","Nashville Predators",1
2024-02-27,"New Jersey Devils",0.725749004868869,"San Jose Sharks",0.274250995131131,"Playing At:  San Jose Sharks   Home","70-80","New Jersey Devils",1
2024-02-27,"Vancouver Canucks",0.710196270736553,"Pittsburgh Penguins",0.289803729263447,"Playing At:  Vancouver Canucks   Home","70-80","Pittsburgh Penguins",0
2024-02-27,"Carolina Hurricanes",0.633555353001372,"Minnesota Wild",0.366444646998628,"Playing At:  Minnesota Wild   Home","60-70","Carolina Hurricanes",1
2024-02-27,"Calgary Flames",0.605929382929647,"Los Angeles Kings",0.394070617070353,"Playing At:  Calgary Flames   Home","60-70","Calgary Flames",1
2024-02-27,"Toronto Maple Leafs",0.589253214329003,"Vegas Golden Knights",0.410746785670997,"Playing At:  Toronto Maple Leafs   Home","55-60","Vegas Golden Knights",0
2024-02-27,"Winnipeg Jets",0.584589090316783,"St. Louis Blues",0.415410909683217,"Playing At:  Winnipeg Jets   Home","55-60","Winnipeg Jets",1
2024-02-27,"Arizona Coyotes",0.541049212819297,"Montreal Canadiens",0.458950787180703,"Playing At:  Montreal Canadiens   Home","55 >","Montreal Canadiens",0
