"Date","Winner1","Winner Probability","Loser1","Loser Probability","Site","Category","Winner_Actual","Model"
2024-01-02,"Dallas Stars",0.630784431499647,"Montreal Canadiens",0.369215568500353,"Playing At:  Dallas Stars   Home","60-70","Montreal Canadiens",0
2024-01-02,"Florida Panthers",0.574253832344756,"Arizona Coyotes",0.425746167655244,"Playing At:  Arizona Coyotes   Home","55-60","Florida Panthers",1
2024-01-02,"Colorado Avalanche",0.570858594460669,"New York Islanders",0.429141405539331,"Playing At:  Colorado Avalanche   Home","55-60","Colorado Avalanche",1
2024-01-02,"Washington Capitals",0.528770988693471,"Pittsburgh Penguins",0.471229011306529,"Playing At:  Pittsburgh Penguins   Home","55 >","Washington Capitals",1
2024-01-03,"Toronto Maple Leafs",0.69380233553456,"Anaheim Ducks",0.30619766446544,"Playing At:  Anaheim Ducks   Home","60-70","Toronto Maple Leafs",1
2024-01-03,"Washington Capitals",0.568080987640976,"New Jersey Devils",0.431919012359024,"Playing At:  Washington Capitals   Home","55-60","New Jersey Devils",0
2024-01-04,"New York Rangers",0.926887315202468,"Chicago Blackhawks",0.0731126847975319,"Playing At:  New York Rangers   Home","85 <","New York Rangers",1
2024-01-04,"Los Angeles Kings",0.879401914735145,"Detroit Red Wings",0.120598085264855,"Playing At:  Los Angeles Kings   Home","85 <","Detroit Red Wings",0
2024-01-04,"Philadelphia Flyers",0.875271169048326,"Columbus Blue Jackets",0.124728830951674,"Playing At:  Philadelphia Flyers   Home","85 <","Columbus Blue Jackets",0
2024-01-04,"Nashville Predators",0.8453960647656,"Calgary Flames",0.1546039352344,"Playing At:  Nashville Predators   Home","80-85","Calgary Flames",0
2024-01-04,"Winnipeg Jets",0.6630379582227,"San Jose Sharks",0.3369620417773,"Playing At:  San Jose Sharks   Home","60-70","Winnipeg Jets",1
2024-01-04,"Montreal Canadiens",0.650577560388311,"Buffalo Sabres",0.349422439611689,"Playing At:  Montreal Canadiens   Home","60-70","Buffalo Sabres",0
2024-01-04,"Arizona Coyotes",0.647871126266468,"New York Islanders",0.352128873733532,"Playing At:  Arizona Coyotes   Home","60-70","New York Islanders",0
2024-01-04,"Vegas Golden Knights",0.636936847361282,"Florida Panthers",0.363063152638718,"Playing At:  Vegas Golden Knights   Home","60-70","Florida Panthers",0
2024-01-04,"Vancouver Canucks",0.634623633262103,"St. Louis Blues",0.365376366737897,"Playing At:  St. Louis Blues   Home","60-70","St. Louis Blues",0
2024-01-04,"Colorado Avalanche",0.612336493628383,"Dallas Stars",0.387663506371617,"Playing At:  Dallas Stars   Home","60-70","Colorado Avalanche",1
2024-01-04,"Seattle Kraken",0.53839645923009,"Ottawa Senators",0.46160354076991,"Playing At:  Seattle Kraken   Home","55 >","Seattle Kraken",1
2024-01-04,"Boston Bruins",0.537360712632911,"Pittsburgh Penguins",0.462639287367089,"Playing At:  Boston Bruins   Home","55 >","Pittsburgh Penguins",0
2024-01-04,"Tampa Bay Lightning",0.511886371976,"Minnesota Wild",0.488113628024,"Playing At:  Minnesota Wild   Home","55 >","Tampa Bay Lightning",1
2024-01-05,"Washington Capitals",0.907674190221007,"Carolina Hurricanes",0.0923258097789927,"Playing At:  Washington Capitals   Home","85 <","Carolina Hurricanes",0
2024-01-05,"New Jersey Devils",0.860564855734087,"Chicago Blackhawks",0.139435144265913,"Playing At:  New Jersey Devils   Home","85 <","New Jersey Devils",1
2024-01-05,"Winnipeg Jets",0.805157733177114,"Anaheim Ducks",0.194842266822886,"Playing At:  Anaheim Ducks   Home","80-85","Winnipeg Jets",1
2024-01-06,"Pittsburgh Penguins",0.748726533435478,"Buffalo Sabres",0.251273466564522,"Playing At:  Pittsburgh Penguins   Home","70-80","Buffalo Sabres",0
2024-01-06,"New York Rangers",0.741697233322934,"Montreal Canadiens",0.258302766677066,"Playing At:  Montreal Canadiens   Home","70-80","Montreal Canadiens",0
2024-01-06,"Nashville Predators",0.741617663410822,"Dallas Stars",0.258382336589178,"Playing At:  Dallas Stars   Home","70-80","Nashville Predators",1
2024-01-06,"Minnesota Wild",0.723698988431339,"Columbus Blue Jackets",0.276301011568661,"Playing At:  Columbus Blue Jackets   Home","70-80","Minnesota Wild",1
2024-01-06,"Edmonton Oilers",0.694727002467408,"Ottawa Senators",0.305272997532592,"Playing At:  Edmonton Oilers   Home","60-70","Edmonton Oilers",1
2024-01-06,"Vancouver Canucks",0.688917886835893,"New Jersey Devils",0.311082113164107,"Playing At:  New Jersey Devils   Home","60-70","Vancouver Canucks",1
2024-01-06,"Tampa Bay Lightning",0.635105708316025,"Boston Bruins",0.364894291683975,"Playing At:  Boston Bruins   Home","60-70","Boston Bruins",0
2024-01-06,"Vegas Golden Knights",0.607421136964921,"New York Islanders",0.392578863035079,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2024-01-06,"Philadelphia Flyers",0.603311276702827,"Calgary Flames",0.396688723297173,"Playing At:  Philadelphia Flyers   Home","60-70","Philadelphia Flyers",1
2024-01-06,"Carolina Hurricanes",0.582084960997637,"St. Louis Blues",0.417915039002363,"Playing At:  Carolina Hurricanes   Home","55-60","St. Louis Blues",0
2024-01-06,"Toronto Maple Leafs",0.566431812233045,"San Jose Sharks",0.433568187766955,"Playing At:  San Jose Sharks   Home","55-60","Toronto Maple Leafs",1
2024-01-06,"Florida Panthers",0.504394976137338,"Colorado Avalanche",0.495605023862662,"Playing At:  Colorado Avalanche   Home","55 >","Florida Panthers",1
2024-01-07,"Detroit Red Wings",0.699924726250845,"Anaheim Ducks",0.300075273749155,"Playing At:  Anaheim Ducks   Home","60-70","Detroit Red Wings",1
2024-01-07,"Arizona Coyotes",0.60190367614388,"Winnipeg Jets",0.39809632385612,"Playing At:  Arizona Coyotes   Home","60-70","Winnipeg Jets",0
2024-01-07,"Calgary Flames",0.586043708252898,"Chicago Blackhawks",0.413956291747102,"Playing At:  Chicago Blackhawks   Home","55-60","Chicago Blackhawks",0
2024-01-07,"Los Angeles Kings",0.55585550274139,"Washington Capitals",0.44414449725861,"Playing At:  Washington Capitals   Home","55-60","Washington Capitals",0
2024-01-08,"Colorado Avalanche",0.766959077395593,"Boston Bruins",0.233040922604407,"Playing At:  Colorado Avalanche   Home","70-80","Colorado Avalanche",1
2024-01-08,"Philadelphia Flyers",0.627171506281524,"Pittsburgh Penguins",0.372828493718476,"Playing At:  Philadelphia Flyers   Home","60-70","Pittsburgh Penguins",0
2024-01-08,"New York Rangers",0.595683899472711,"Vancouver Canucks",0.404316100527289,"Playing At:  New York Rangers   Home","55-60","Vancouver Canucks",0
2024-01-08,"Minnesota Wild",0.589375895067691,"Dallas Stars",0.410624104932309,"Playing At:  Minnesota Wild   Home","55-60","Dallas Stars",0
2024-01-09,"Nashville Predators",0.895067990368037,"Anaheim Ducks",0.104932009631963,"Playing At:  Nashville Predators   Home","85 <","Anaheim Ducks",0
2024-01-09,"Arizona Coyotes",0.816420751471551,"Boston Bruins",0.183579248528449,"Playing At:  Arizona Coyotes   Home","80-85","Arizona Coyotes",1
2024-01-09,"Calgary Flames",0.778738103716904,"Ottawa Senators",0.221261896283096,"Playing At:  Calgary Flames   Home","70-80","Calgary Flames",1
2024-01-09,"New York Islanders",0.648364807827649,"Vancouver Canucks",0.351635192172351,"Playing At:  New York Islanders   Home","60-70","Vancouver Canucks",0
2024-01-09,"Edmonton Oilers",0.630989210663286,"Chicago Blackhawks",0.369010789336714,"Playing At:  Chicago Blackhawks   Home","60-70","Edmonton Oilers",1
2024-01-09,"Winnipeg Jets",0.615037216324034,"Columbus Blue Jackets",0.384962783675966,"Playing At:  Winnipeg Jets   Home","60-70","Winnipeg Jets",1
2024-01-09,"Toronto Maple Leafs",0.603718611423982,"San Jose Sharks",0.396281388576018,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2024-01-09,"Buffalo Sabres",0.590133402637153,"Seattle Kraken",0.409866597362847,"Playing At:  Buffalo Sabres   Home","55-60","Seattle Kraken",0
2024-01-09,"St. Louis Blues",0.523967578455448,"Florida Panthers",0.476032421544552,"Playing At:  St. Louis Blues   Home","55 >","Florida Panthers",0
2024-01-09,"Tampa Bay Lightning",0.50009567477428,"Los Angeles Kings",0.49990432522572,"Playing At:  Tampa Bay Lightning   Home","55 >","Tampa Bay Lightning",1
2024-01-10,"Philadelphia Flyers",0.834427725919025,"Montreal Canadiens",0.165572274080975,"Playing At:  Philadelphia Flyers   Home","80-85","Philadelphia Flyers",1
2024-01-10,"Dallas Stars",0.527388710626736,"Minnesota Wild",0.472611289373264,"Playing At:  Dallas Stars   Home","55 >","Dallas Stars",1
2024-01-10,"Colorado Avalanche",0.514605432567092,"Vegas Golden Knights",0.485394567432908,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",1
2024-01-11,"Carolina Hurricanes",0.90936860470006,"Anaheim Ducks",0.0906313952999398,"Playing At:  Carolina Hurricanes   Home","85 <","Carolina Hurricanes",1
2024-01-11,"Arizona Coyotes",0.847021506806307,"Calgary Flames",0.152978493193693,"Playing At:  Arizona Coyotes   Home","80-85","Calgary Flames",0
2024-01-11,"New York Islanders",0.80445034736476,"Toronto Maple Leafs",0.19554965263524,"Playing At:  New York Islanders   Home","80-85","New York Islanders",1
2024-01-11,"Washington Capitals",0.762272649197135,"Seattle Kraken",0.237727350802865,"Playing At:  Washington Capitals   Home","70-80","Seattle Kraken",0
2024-01-11,"New York Rangers",0.738379847791339,"St. Louis Blues",0.261620152208661,"Playing At:  St. Louis Blues   Home","70-80","St. Louis Blues",0
2024-01-11,"Vegas Golden Knights",0.736369449014387,"Boston Bruins",0.263630550985613,"Playing At:  Vegas Golden Knights   Home","70-80","Vegas Golden Knights",1
2024-01-11,"Vancouver Canucks",0.717605094537311,"Pittsburgh Penguins",0.282394905462689,"Playing At:  Pittsburgh Penguins   Home","70-80","Vancouver Canucks",1
2024-01-11,"Winnipeg Jets",0.68237599077437,"Chicago Blackhawks",0.31762400922563,"Playing At:  Winnipeg Jets   Home","60-70","Winnipeg Jets",1
2024-01-11,"San Jose Sharks",0.631229634195153,"Montreal Canadiens",0.368770365804847,"Playing At:  Montreal Canadiens   Home","60-70","San Jose Sharks",1
2024-01-11,"Tampa Bay Lightning",0.571485573935644,"New Jersey Devils",0.428514426064356,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",1
2024-01-11,"Los Angeles Kings",0.556425517235921,"Florida Panthers",0.443574482764079,"Playing At:  Florida Panthers   Home","55-60","Florida Panthers",0
2024-01-11,"Edmonton Oilers",0.541302958413609,"Detroit Red Wings",0.458697041586391,"Playing At:  Detroit Red Wings   Home","55 >","Edmonton Oilers",1
2024-01-11,"Ottawa Senators",0.508076428394028,"Buffalo Sabres",0.491923571605972,"Playing At:  Buffalo Sabres   Home","55 >","Buffalo Sabres",0
2024-01-12,"Nashville Predators",0.746077830509039,"Dallas Stars",0.253922169490961,"Playing At:  Dallas Stars   Home","70-80","Nashville Predators",1
2024-01-12,"Minnesota Wild",0.547911920903826,"Philadelphia Flyers",0.452088079096174,"Playing At:  Minnesota Wild   Home","55 >","Philadelphia Flyers",0
2024-01-13,"Edmonton Oilers",0.884265075400601,"Montreal Canadiens",0.115734924599399,"Playing At:  Montreal Canadiens   Home","85 <","Edmonton Oilers",1
2024-01-13,"Tampa Bay Lightning",0.839156081279842,"Anaheim Ducks",0.160843918720158,"Playing At:  Tampa Bay Lightning   Home","80-85","Tampa Bay Lightning",1
2024-01-13,"Vancouver Canucks",0.804969917527278,"Buffalo Sabres",0.195030082472722,"Playing At:  Buffalo Sabres   Home","80-85","Vancouver Canucks",1
2024-01-13,"New York Rangers",0.771083364983989,"Washington Capitals",0.228916635016011,"Playing At:  Washington Capitals   Home","70-80","Washington Capitals",0
2024-01-13,"Dallas Stars",0.768154154537269,"Chicago Blackhawks",0.231845845462731,"Playing At:  Chicago Blackhawks   Home","70-80","Dallas Stars",1
2024-01-13,"Los Angeles Kings",0.745112408584459,"Detroit Red Wings",0.254887591415541,"Playing At:  Detroit Red Wings   Home","70-80","Detroit Red Wings",0
2024-01-13,"St. Louis Blues",0.71949587460696,"Boston Bruins",0.28050412539304,"Playing At:  St. Louis Blues   Home","70-80","Boston Bruins",0
2024-01-13,"Vegas Golden Knights",0.689060607145369,"Calgary Flames",0.310939392854631,"Playing At:  Vegas Golden Knights   Home","60-70","Calgary Flames",0
2024-01-13,"Florida Panthers",0.659771383904637,"New Jersey Devils",0.340228616095363,"Playing At:  Florida Panthers   Home","60-70","New Jersey Devils",0
2024-01-13,"Carolina Hurricanes",0.635475685147009,"Pittsburgh Penguins",0.364524314852991,"Playing At:  Carolina Hurricanes   Home","60-70","Carolina Hurricanes",1
2024-01-13,"Toronto Maple Leafs",0.633904223785421,"Colorado Avalanche",0.366095776214579,"Playing At:  Toronto Maple Leafs   Home","60-70","Colorado Avalanche",0
2024-01-13,"Nashville Predators",0.604878504912433,"New York Islanders",0.395121495087567,"Playing At:  Nashville Predators   Home","60-70","Nashville Predators",1
2024-01-13,"Arizona Coyotes",0.596099623966469,"Minnesota Wild",0.403900376033531,"Playing At:  Minnesota Wild   Home","55-60","Arizona Coyotes",1
2024-01-13,"Seattle Kraken",0.571306591708856,"Columbus Blue Jackets",0.428693408291144,"Playing At:  Columbus Blue Jackets   Home","55-60","Seattle Kraken",1
2024-01-13,"Ottawa Senators",0.520138435593165,"San Jose Sharks",0.479861564406835,"Playing At:  Ottawa Senators   Home","55 >","Ottawa Senators",1
2024-01-13,"Winnipeg Jets",0.516857089223137,"Philadelphia Flyers",0.483142910776863,"Playing At:  Winnipeg Jets   Home","55 >","Philadelphia Flyers",0
2024-01-14,"New York Rangers",0.758560429853864,"Washington Capitals",0.241439570146136,"Playing At:  New York Rangers   Home","70-80","New York Rangers",1
2024-01-14,"Toronto Maple Leafs",0.60129872531999,"Detroit Red Wings",0.39870127468001,"Playing At:  Toronto Maple Leafs   Home","60-70","Detroit Red Wings",0
2024-01-15,"Florida Panthers",0.906159050472157,"Anaheim Ducks",0.0938409495278428,"Playing At:  Florida Panthers   Home","85 <","Anaheim Ducks",0
2024-01-15,"Nashville Predators",0.767315533803035,"Vegas Golden Knights",0.232684466196965,"Playing At:  Vegas Golden Knights   Home","70-80","Vegas Golden Knights",0
2024-01-15,"Vancouver Canucks",0.748245520470776,"Columbus Blue Jackets",0.251754479529224,"Playing At:  Columbus Blue Jackets   Home","70-80","Columbus Blue Jackets",0
2024-01-15,"Los Angeles Kings",0.699971296139292,"Carolina Hurricanes",0.300028703860708,"Playing At:  Carolina Hurricanes   Home","60-70","Los Angeles Kings",1
2024-01-15,"Colorado Avalanche",0.659801326315232,"Montreal Canadiens",0.340198673684768,"Playing At:  Montreal Canadiens   Home","60-70","Montreal Canadiens",0
2024-01-15,"St. Louis Blues",0.603786011594121,"Philadelphia Flyers",0.396213988405879,"Playing At:  St. Louis Blues   Home","60-70","Philadelphia Flyers",0
2024-01-15,"Boston Bruins",0.563905319658726,"New Jersey Devils",0.436094680341274,"Playing At:  Boston Bruins   Home","55-60","Boston Bruins",1
2024-01-15,"Pittsburgh Penguins",0.539332712205369,"Seattle Kraken",0.460667287794631,"Playing At:  Pittsburgh Penguins   Home","55 >","Pittsburgh Penguins",1
2024-01-15,"Minnesota Wild",0.537056904189673,"New York Islanders",0.462943095810327,"Playing At:  Minnesota Wild   Home","55 >","Minnesota Wild",1
2024-01-15,"San Jose Sharks",0.530927715268298,"Buffalo Sabres",0.469072284731702,"Playing At:  Buffalo Sabres   Home","55 >","Buffalo Sabres",0
2024-01-16,"New York Rangers",0.742640653278392,"Seattle Kraken",0.257359346721608,"Playing At:  New York Rangers   Home","70-80","New York Rangers",1
2024-01-16,"Washington Capitals",0.71138967075495,"Anaheim Ducks",0.28861032924505,"Playing At:  Washington Capitals   Home","70-80","Washington Capitals",1
2024-01-16,"Edmonton Oilers",0.710802148518103,"Toronto Maple Leafs",0.289197851481897,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-01-16,"San Jose Sharks",0.70439070781603,"Chicago Blackhawks",0.29560929218397,"Playing At:  Chicago Blackhawks   Home","70-80","Chicago Blackhawks",0
2024-01-16,"Colorado Avalanche",0.699926023803644,"Ottawa Senators",0.300073976196356,"Playing At:  Ottawa Senators   Home","60-70","Colorado Avalanche",1
2024-01-16,"New York Islanders",0.591499383768062,"Winnipeg Jets",0.408500616231938,"Playing At:  Winnipeg Jets   Home","55-60","Winnipeg Jets",0
2024-01-16,"Arizona Coyotes",0.587787047584919,"Calgary Flames",0.412212952415081,"Playing At:  Calgary Flames   Home","55-60","Calgary Flames",0
2024-01-16,"Dallas Stars",0.501249824661612,"Los Angeles Kings",0.498750175338388,"Playing At:  Dallas Stars   Home","55 >","Dallas Stars",1
2024-01-17,"New Jersey Devils",0.807003071427922,"Montreal Canadiens",0.192996928572078,"Playing At:  New Jersey Devils   Home","80-85","Montreal Canadiens",0
2024-01-17,"Florida Panthers",0.782564223812419,"Detroit Red Wings",0.217435776187581,"Playing At:  Florida Panthers   Home","70-80","Detroit Red Wings",0
2024-01-18,"Edmonton Oilers",0.769196317265733,"Seattle Kraken",0.230803682734267,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-01-18,"Philadelphia Flyers",0.734077643921213,"Dallas Stars",0.265922356078787,"Playing At:  Philadelphia Flyers   Home","70-80","Philadelphia Flyers",1
2024-01-18,"Nashville Predators",0.691249787644188,"Los Angeles Kings",0.308750212355812,"Playing At:  Los Angeles Kings   Home","60-70","Nashville Predators",1
2024-01-18,"Boston Bruins",0.567485764909754,"Colorado Avalanche",0.432514235090246,"Playing At:  Boston Bruins   Home","55-60","Boston Bruins",1
2024-01-18,"New York Rangers",0.563376535299498,"Vegas Golden Knights",0.436623464700502,"Playing At:  Vegas Golden Knights   Home","55-60","Vegas Golden Knights",0
2024-01-18,"Montreal Canadiens",0.543242908214674,"Ottawa Senators",0.456757091785326,"Playing At:  Ottawa Senators   Home","55 >","Ottawa Senators",0
2024-01-18,"Vancouver Canucks",0.536831864824264,"Arizona Coyotes",0.463168135175736,"Playing At:  Vancouver Canucks   Home","55 >","Vancouver Canucks",1
2024-01-18,"Minnesota Wild",0.530831843721503,"Tampa Bay Lightning",0.469168156278497,"Playing At:  Tampa Bay Lightning   Home","55 >","Tampa Bay Lightning",0
